"id","model","status","date","link"
"21520","T-72B3 Obr. 2022","Damaged","10 Nov 2023","/view/21520/110319/"
"21550","T-72B","Abandoned","09 Nov 2023","/view/21550/117145/"
"21461","T-72B3 Obr. 2022","Destroyed","09 Nov 2023","/view/21461/109260/"
"21812","T-72B","Destroyed","08 Nov 2023","/view/21812/112898/"
"21418","T-72B Obr. 2022","Abandoned","07 Nov 2023","/view/21418/109061/"
"21259","T-72 *","Destroyed","07 Nov 2023","/view/21259/113542/"
"21256","T-64BV","Destroyed","07 Nov 2023","/view/21256/114855/"
"22339","T-90M 'Proryv'","Damaged","06 Nov 2023","/view/22339/116760/"
"21745","Unknown tank","Destroyed","06 Nov 2023","/view/21745/111226/"
"21370","T-80BVM","Destroyed","06 Nov 2023","/view/21370/108703/"
"21398","T-72B3 Obr. 2016","Abandoned","05 Nov 2023","/view/21398/108856/"
"21314","Unknown tank","Destroyed","04 Nov 2023","/view/21314/108059/"
"21284","T-80BV","Destroyed","02 Nov 2023","/view/21284/107992/"
"21283","T-80B","Abandoned","02 Nov 2023","/view/21283/108487/"
"21282","T-72B3","Destroyed","02 Nov 2023","/view/21282/108489/"
"21280","T-72 *","Destroyed","02 Nov 2023","/view/21280/107877/"
"21277","T-72 *","Destroyed","02 Nov 2023","/view/21277/107859/"
"21276","T-72 *","Abandoned","02 Nov 2023","/view/21276/107855/"
"21275","T-80BV","Destroyed","02 Nov 2023","/view/21275/107852/"
"21362","T-80BV","Destroyed","01 Nov 2023","/view/21362/108673/"
"21210","T-72B3 Obr. 2022","Destroyed","01 Nov 2023","/view/21210/107358/"
"21209","T-72B3 Obr. 2022","Abandoned","01 Nov 2023","/view/21209/107361/"
"21208","T-72B","Destroyed","01 Nov 2023","/view/21208/107360/"
"22855","T-72B3 Obr. 2016","Destroyed","31 Oct 2023","/view/22855/120015/"
"22402","T-80BV","Destroyed","31 Oct 2023","/view/22402/117111/"
"21241","T-72B3 Obr. 2016","Abandoned","31 Oct 2023","/view/21241/109055/"
"21236","Unknown T-72 Obr. 2022 variant","Destroyed","31 Oct 2023","/view/21236/124799/"
"21186","T-80BV","Destroyed","31 Oct 2023","/view/21186/107116/"
"21185","Unknown tank","Destroyed","31 Oct 2023","/view/21185/107116/"
"21184","T-80BV","Abandoned","31 Oct 2023","/view/21184/107118/"
"21183","T-72B3","Destroyed","31 Oct 2023","/view/21183/109945/"
"21182","Unknown tank","Destroyed","31 Oct 2023","/view/21182/107136/"
"21165","T-64BV","Destroyed","31 Oct 2023","/view/21165/107128/"
"21159","T-72B","Abandoned","31 Oct 2023","/view/21159/115655/"
"21158","T-72B Obr. 2022","Destroyed","31 Oct 2023","/view/21158/110059/"
"21148","T-80BV","Destroyed","31 Oct 2023","/view/21148/107160/"
"21144","T-80BV","Destroyed","31 Oct 2023","/view/21144/107161/"
"21143","T-72B Obr. 2022","Destroyed","31 Oct 2023","/view/21143/118823/"
"21142","T-80BV","Abandoned","31 Oct 2023","/view/21142/107161/"
"21798","T-80BV","Destroyed","30 Oct 2023","/view/21798/113979/"
"21757","T-72B Obr. 1989","Destroyed","30 Oct 2023","/view/21757/111664/"
"21129","T-64BV","Destroyed","30 Oct 2023","/view/21129/107159/"
"21108","T-90M 'Proryv'","Destroyed","29 Oct 2023","/view/21108/106875/"
"21126","T-72B3 Obr. 2016","Destroyed","28 Oct 2023","/view/21126/107001/"
"21047","T-72B3 Obr. 2016","Destroyed","27 Oct 2023","/view/21047/106277/"
"22203","T-72B Obr. 1989","Damaged","26 Oct 2023","/view/22203/115533/"
"21574","Unknown T-72 Obr. 2022 variant","Destroyed","26 Oct 2023","/view/21574/129481/"
"21068","T-80 *","Destroyed","26 Oct 2023","/view/21068/135112/"
"21041","T-72B Obr. 2022","Destroyed","26 Oct 2023","/view/21041/108862/"
"21034","T-80 *","Destroyed","26 Oct 2023","/view/21034/135112/"
"21031","T-80BV","Destroyed","26 Oct 2023","/view/21031/109791/"
"20370","T-72B3 Obr. 2022","Destroyed","26 Oct 2023","/view/20370/111404/"
"21023","Unknown tank","Destroyed","25 Oct 2023","/view/21023/106249/"
"20970","Unknown T-72 Obr. 2022 variant","Destroyed","25 Oct 2023","/view/20970/105913/"
"21018","T-72B3","Destroyed","24 Oct 2023","/view/21018/105612/"
"21017","T-72B3","Damaged","24 Oct 2023","/view/21017/105612/"
"20969","T-90M 'Proryv'","Destroyed","24 Oct 2023","/view/20969/124204/"
"20967","Unknown tank","Destroyed","24 Oct 2023","/view/20967/110828/"
"20977","T-90M 'Proryv'","Abandoned","23 Oct 2023","/view/20977/125713/"
"20948","T-72B","Destroyed","23 Oct 2023","/view/20948/105296/"
"20939","T-72B3 Obr. 2022","Destroyed","23 Oct 2023","/view/20939/105760/"
"20929","T-72B","Destroyed","23 Oct 2023","/view/20929/105397/"
"20792","T-72B3 Obr. 2022","Destroyed","23 Oct 2023","/view/20792/114832/"
"22146","T-72 *","Abandoned","22 Oct 2023","/view/22146/114845/"
"22144","T-72 *","Destroyed","22 Oct 2023","/view/22144/114823/"
"22135","T-72B3 Obr. 2016","Abandoned","22 Oct 2023","/view/22135/114878/"
"21991","T-72 *","Abandoned","22 Oct 2023","/view/21991/113530/"
"21505","T-72B","Destroyed","22 Oct 2023","/view/21505/114864/"
"20928","T-72B3","Destroyed","22 Oct 2023","/view/20928/105396/"
"20921","T-80BV","Destroyed","22 Oct 2023","/view/20921/105227/"
"20834","T-80BV","Abandoned","22 Oct 2023","/view/20834/105168/"
"20903","T-72 *","Destroyed","21 Oct 2023","/view/20903/104855/"
"20886","T-80BV","Abandoned","21 Oct 2023","/view/20886/114835/"
"20884","T-72B Obr. 2022","Abandoned","21 Oct 2023","/view/20884/114858/"
"20817","T-72B","Destroyed","21 Oct 2023","/view/20817/126232/"
"20789","T-72AV","Destroyed","20 Oct 2023","/view/20789/114860/"
"20782","T-72B3 Obr. 2016","Destroyed","20 Oct 2023","/view/20782/104693/"
"20781","T-72B","Destroyed","20 Oct 2023","/view/20781/104702/"
"20780","T-72B3 Obr. 2022","Destroyed","20 Oct 2023","/view/20780/104708/"
"20779","Unknown T-80 Obr. 2022 variant","Destroyed","20 Oct 2023","/view/20779/104708/"
"22407","T-72B3","Abandoned","19 Oct 2023","/view/22407/127962/"
"21973","Unknown tank","Destroyed","19 Oct 2023","/view/21973/114863/"
"21373","Unknown T-72 Obr. 2022 variant","Destroyed","19 Oct 2023","/view/21373/114851/"
"20857","T-80BV","Destroyed","19 Oct 2023","/view/20857/105264/"
"20820","Unknown T-72 Obr. 2022 variant","Destroyed","19 Oct 2023","/view/20820/126236/"
"20819","T-72B Obr. 2022","Abandoned","19 Oct 2023","/view/20819/126236/"
"20813","Unknown T-72 Obr. 2022 variant","Abandoned","19 Oct 2023","/view/20813/130111/"
"20776","T-72 *","Destroyed","19 Oct 2023","/view/20776/104738/"
"20760","Unknown tank","Destroyed","18 Oct 2023","/view/20760/114898/"
"20733","T-72B3 Obr. 2022","Destroyed","18 Oct 2023","/view/20733/110761/"
"21386","T-72B3","Destroyed","17 Oct 2023","/view/21386/108082/"
"22401","T-72B Obr. 2022","Destroyed","16 Oct 2023","/view/22401/116961/"
"20689","T-72B3 Obr. 2016","Abandoned","16 Oct 2023","/view/20689/105337/"
"20688","T-80 *","Destroyed","16 Oct 2023","/view/20688/103691/"
"21313","T-80BV","Destroyed","15 Oct 2023","/view/21313/114867/"
"20976","T-72B3","Destroyed","15 Oct 2023","/view/20976/121525/"
"20679","T-64BV","Destroyed","14 Oct 2023","/view/20679/108853/"
"20662","T-80BV","Destroyed","14 Oct 2023","/view/20662/103476/"
"20578","T-72AV","Destroyed","14 Oct 2023","/view/20578/104390/"
"20655","T-72B3","Destroyed","13 Oct 2023","/view/20655/129969/"
"20629","T-80BV","Destroyed","13 Oct 2023","/view/20629/103201/"
"20577","T-72A","Destroyed","13 Oct 2023","/view/20577/102871/"
"20571","T-64A","Damaged","13 Oct 2023","/view/20571/103120/"
"21910","T-72B3 Obr. 2016","Damaged","12 Oct 2023","/view/21910/112900/"
"21011","T-72 *","Destroyed","12 Oct 2023","/view/21011/106164/"
"20988","T-80BVM Obr. 2022","Destroyed","12 Oct 2023","/view/20988/114866/"
"20879","T-72B","Abandoned","12 Oct 2023","/view/20879/106160/"
"20777","T-80BVM","Destroyed","12 Oct 2023","/view/20777/104725/"
"20751","T-64BV","Abandoned","12 Oct 2023","/view/20751/114872/"
"20607","T-80BVM","Destroyed","12 Oct 2023","/view/20607/103616/"
"20587","T-80BV","Destroyed","12 Oct 2023","/view/20587/103001/"
"20583","T-72B3 Obr. 2022","Destroyed","12 Oct 2023","/view/20583/107783/"
"20548","T-80BVM","Destroyed","12 Oct 2023","/view/20548/102622/"
"20520","T-80BVM Obr. 2022","Destroyed","11 Oct 2023","/view/20520/104230/"
"21540","T-80BV","Destroyed","10 Oct 2023","/view/21540/110028/"
"21141","Unknown T-72 Obr. 2022 variant","Abandoned","10 Oct 2023","/view/21141/130142/"
"20765","T-80BV","Destroyed","10 Oct 2023","/view/20765/104294/"
"20741","Unknown tank","Destroyed","10 Oct 2023","/view/20741/104043/"
"20691","T-72B Obr. 1989","Destroyed","10 Oct 2023","/view/20691/104023/"
"20690","T-80BVM","Destroyed","10 Oct 2023","/view/20690/104023/"
"20584","Unknown tank","Destroyed","10 Oct 2023","/view/20584/104700/"
"20575","T-64BV","Destroyed","10 Oct 2023","/view/20575/114875/"
"20557","T-80BV","Damaged","10 Oct 2023","/view/20557/102767/"
"20507","T-72B3 Obr. 2016","Abandoned","10 Oct 2023","/view/20507/114883/"
"20506","T-64BV","Abandoned","10 Oct 2023","/view/20506/103115/"
"20465","T-80 *","Abandoned","09 Oct 2023","/view/20465/102243/"
"20464","T-72B","Damaged","09 Oct 2023","/view/20464/102240/"
"20463","Unknown tank","Destroyed","09 Oct 2023","/view/20463/102559/"
"21401","T-80BV","Destroyed","08 Oct 2023","/view/21401/108213/"
"20640","T-80BV","Destroyed","08 Oct 2023","/view/20640/103745/"
"20414","T-72B3 Obr. 2022","Damaged","08 Oct 2023","/view/20414/102065/"
"20412","T-72B Obr. 2022","Damaged","08 Oct 2023","/view/20412/102062/"
"20476","T-72B3 Obr. 2016","Destroyed","07 Oct 2023","/view/20476/102981/"
"20411","T-72B","Destroyed","07 Oct 2023","/view/20411/101764/"
"20433","T-72 *","Destroyed","06 Oct 2023","/view/20433/101755/"
"20389","T-90M 'Proryv'","Destroyed","06 Oct 2023","/view/20389/102088/"
"20368","T-72B","Destroyed","06 Oct 2023","/view/20368/101663/"
"20309","T-80BV","Destroyed","06 Oct 2023","/view/20309/101471/"
"20292","T-90M 'Proryv'","Destroyed","06 Oct 2023","/view/20292/101480/"
"20896","T-72AV","Destroyed","05 Oct 2023","/view/20896/133532/"
"20386","Unknown tank","Destroyed","05 Oct 2023","/view/20386/101444/"
"20385","T-72B3","Destroyed","05 Oct 2023","/view/20385/101437/"
"20516","T-80 *","Damaged","04 Oct 2023","/view/20516/102818/"
"20287","T-72B Obr. 2022","Destroyed","04 Oct 2023","/view/20287/101158/"
"20515","T-72B Obr. 2022","Abandoned","03 Oct 2023","/view/20515/102506/"
"20291","T-80BV","Destroyed","03 Oct 2023","/view/20291/101480/"
"20288","Unknown tank","Destroyed","03 Oct 2023","/view/20288/101080/"
"20312","T-72 *","Destroyed","02 Oct 2023","/view/20312/101115/"
"20310","T-90M 'Proryv'","Damaged","02 Oct 2023","/view/20310/101490/"
"20290","T-72B Obr. 2022","Destroyed","02 Oct 2023","/view/20290/101489/"
"20289","T-72B Obr. 2022","Destroyed","02 Oct 2023","/view/20289/101489/"
"20280","Unknown tank","Destroyed","02 Oct 2023","/view/20280/100872/"
"20279","Unknown tank","Destroyed","02 Oct 2023","/view/20279/100868/"
"20278","Unknown T-72 Obr. 2022 variant","Destroyed","02 Oct 2023","/view/20278/100866/"
"20277","Unknown T-72 Obr. 2022 variant","Destroyed","02 Oct 2023","/view/20277/100861/"
"20276","T-80BV","Destroyed","02 Oct 2023","/view/20276/101666/"
"20574","T-64BV","Damaged","01 Oct 2023","/view/20574/103117/"
"20234","T-90M 'Proryv'","Abandoned","01 Oct 2023","/view/20234/100755/"
"23454","Unknown tank","Destroyed","30 Sep 2023","/view/23454/124776/"
"21715","T-80BVM","Abandoned","30 Sep 2023","/view/21715/111316/"
"21713","T-72B","Destroyed","30 Sep 2023","/view/21713/111316/"
"21712","Unknown tank","Destroyed","30 Sep 2023","/view/21712/111316/"
"21515","T-64BV","Destroyed","30 Sep 2023","/view/21515/119056/"
"21514","T-64BV","Destroyed","30 Sep 2023","/view/21514/110013/"
"20257","T-90M 'Proryv'","Destroyed","30 Sep 2023","/view/20257/100937/"
"20614","T-80BVM","Destroyed","29 Sep 2023","/view/20614/103082/"
"20231","T-80BV","Destroyed","28 Sep 2023","/view/20231/100743/"
"20216","T-72B3","Destroyed","28 Sep 2023","/view/20216/100717/"
"20201","T-62M","Destroyed","28 Sep 2023","/view/20201/100227/"
"20432","T-72B","Destroyed","27 Sep 2023","/view/20432/124287/"
"20253","T-72B Obr. 2022","Destroyed","26 Sep 2023","/view/20253/100858/"
"20170","T-72B3 Obr. 2022","Destroyed","26 Sep 2023","/view/20170/100000/"
"20179","T-80BVM","Destroyed","25 Sep 2023","/view/20179/100588/"
"16080","T-72B3","Destroyed","25 Sep 2023","/view/16080/131658/"
"17516","T-80BV","Destroyed","24 Sep 2023","/view/17516/100171/"
"20118","T-72B Obr. 1989","Destroyed","22 Sep 2023","/view/20118/99319/"
"20087","T-80BV","Destroyed","22 Sep 2023","/view/20087/99979/"
"20081","T-80BVM","Destroyed","20 Sep 2023","/view/20081/99015/"
"22356","T-90M 'Proryv'","Destroyed","19 Sep 2023","/view/22356/116894/"
"13740","T-90A","Destroyed","18 Sep 2023","/view/13740/98689/"
"19927","T-72B3","Destroyed","14 Sep 2023","/view/19927/98175/"
"20084","T-80BV","Destroyed","13 Sep 2023","/view/20084/109418/"
"19919","T-72B Obr. 1989","Destroyed","13 Sep 2023","/view/19919/99329/"
"19878","T-90M 'Proryv'","Destroyed","13 Sep 2023","/view/19878/97967/"
"19921","T-72B3 Obr. 2016","Destroyed","12 Sep 2023","/view/19921/97973/"
"19894","T-80BV","Destroyed","12 Sep 2023","/view/19894/97813/"
"19802","T-80BV","Destroyed","11 Sep 2023","/view/19802/97557/"
"13834","T-62M","Destroyed","11 Sep 2023","/view/13834/128844/"
"19798","T-72B3","Destroyed","10 Sep 2023","/view/19798/97604/"
"24028","T-80BV","Destroyed","09 Sep 2023","/view/24028/130550/"
"19800","T-80BV","Destroyed","09 Sep 2023","/view/19800/97486/"
"19801","Unknown tank","Destroyed","08 Sep 2023","/view/19801/97427/"
"19799","T-72B3","Destroyed","08 Sep 2023","/view/19799/97425/"
"19786","Unknown tank","Destroyed","08 Sep 2023","/view/19786/97001/"
"19732","T-90M 'Proryv'","Captured","08 Sep 2023","/view/19732/97703/"
"22390","T-72B3","Destroyed","07 Sep 2023","/view/22390/119466/"
"19714","T-80BV","Destroyed","07 Sep 2023","/view/19714/112492/"
"20035","T-90M 'Proryv'","Abandoned","06 Sep 2023","/view/20035/98714/"
"20034","T-72B3 Obr. 2022","Abandoned","06 Sep 2023","/view/20034/98714/"
"19746","Unknown tank","Destroyed","06 Sep 2023","/view/19746/97046/"
"19707","T-72B Obr. 2022","Destroyed","06 Sep 2023","/view/19707/98714/"
"19706","T-72B3","Destroyed","06 Sep 2023","/view/19706/98714/"
"19688","T-80BV","Destroyed","05 Sep 2023","/view/19688/107828/"
"19685","T-72AV","Destroyed","05 Sep 2023","/view/19685/96615/"
"19973","T-80BV","Destroyed","04 Sep 2023","/view/19973/98196/"
"19846","T-90M 'Proryv'","Destroyed","04 Sep 2023","/view/19846/97751/"
"19693","T-90M 'Proryv'","Damaged","04 Sep 2023","/view/19693/96645/"
"19600","T-80BVM Obr. 2022","Destroyed","04 Sep 2023","/view/19600/96498/"
"19642","Unknown tank","Destroyed","03 Sep 2023","/view/19642/96210/"
"19590","T-90M 'Proryv'","Destroyed","03 Sep 2023","/view/19590/96195/"
"19533","T-72AV","Destroyed","02 Sep 2023","/view/19533/95722/"
"19924","T-72B3","Destroyed","01 Sep 2023","/view/19924/97998/"
"19496","T-72B3","Destroyed","01 Sep 2023","/view/19496/95770/"
"19492","T-72B","Destroyed","01 Sep 2023","/view/19492/95523/"
"19491","T-90A","Destroyed","01 Sep 2023","/view/19491/95519/"
"24321","Unknown tank","Destroyed","31 Aug 2023","/view/24321/133236/"
"22641","T-80BV","Destroyed","31 Aug 2023","/view/22641/118262/"
"22502","T-72B3 Obr. 2016","Destroyed","31 Aug 2023","/view/22502/117377/"
"22318","Unknown tank","Destroyed","31 Aug 2023","/view/22318/115973/"
"21930","T-72B3 Obr. 2016","Destroyed","31 Aug 2023","/view/21930/113107/"
"21834","T-72B3 Obr. 2016","Destroyed","31 Aug 2023","/view/21834/111900/"
"21413","T-90M 'Proryv'","Destroyed","31 Aug 2023","/view/21413/108949/"
"21123","T-80BV","Destroyed","31 Aug 2023","/view/21123/106452/"
"19513","T-72B Obr. 1989","Destroyed","31 Aug 2023","/view/19513/102323/"
"19814","T-72B3","Destroyed","30 Aug 2023","/view/19814/97159/"
"19442","T-72B3","Destroyed","29 Aug 2023","/view/19442/95223/"
"22700","Unknown T-80 Obr. 2022 variant","Destroyed","28 Aug 2023","/view/22700/118829/"
"19413","Unknown tank","Destroyed","27 Aug 2023","/view/19413/94747/"
"18256","T-80BV","Destroyed","27 Aug 2023","/view/18256/103714/"
"19359","T-80BV","Destroyed","26 Aug 2023","/view/19359/94455/"
"19354","T-72B3","Destroyed","26 Aug 2023","/view/19354/94479/"
"19358","Unknown tank","Destroyed","25 Aug 2023","/view/19358/94392/"
"19357","T-80BV","Destroyed","25 Aug 2023","/view/19357/94724/"
"19353","T-62M","Destroyed","25 Aug 2023","/view/19353/94331/"
"23372","T-80BV","Destroyed","23 Aug 2023","/view/23372/123157/"
"19339","T-72A","Damaged","23 Aug 2023","/view/19339/94743/"
"20413","T-90M 'Proryv'","Destroyed","22 Aug 2023","/view/20413/101839/"
"19332","Unknown tank","Destroyed","22 Aug 2023","/view/19332/94294/"
"19296","T-72B","Destroyed","22 Aug 2023","/view/19296/96182/"
"19294","T-72A","Abandoned","22 Aug 2023","/view/19294/127324/"
"19238","T-80BV","Destroyed","21 Aug 2023","/view/19238/93846/"
"22624","T-72B3 Obr. 2016","Destroyed","20 Aug 2023","/view/22624/118682/"
"19231","T-80BV","Destroyed","20 Aug 2023","/view/19231/94994/"
"19230","T-80BVM","Abandoned","20 Aug 2023","/view/19230/93584/"
"19229","T-72B3","Abandoned","20 Aug 2023","/view/19229/93584/"
"19165","T-72A","Destroyed","20 Aug 2023","/view/19165/93557/"
"18922","T-72B","Destroyed","20 Aug 2023","/view/18922/95027/"
"19218","T-72AV","Destroyed","19 Aug 2023","/view/19218/125390/"
"19177","Unknown T-80 Obr. 2022 variant","Destroyed","19 Aug 2023","/view/19177/125390/"
"19167","T-72B3 Obr. 2016","Destroyed","19 Aug 2023","/view/19167/93255/"
"21255","T-72B Obr. 1989","Damaged","18 Aug 2023","/view/21255/107923/"
"19166","T-72B3","Abandoned","17 Aug 2023","/view/19166/93996/"
"21502","T-72B Obr. 1989","Destroyed","14 Aug 2023","/view/21502/109876/"
"18994","T-90M 'Proryv'","Abandoned","14 Aug 2023","/view/18994/96874/"
"18993","T-90M 'Proryv'","Abandoned","14 Aug 2023","/view/18993/96874/"
"18992","T-80BV Obr. 2022","Destroyed","14 Aug 2023","/view/18992/92697/"
"19041","Unknown tank","Destroyed","13 Aug 2023","/view/19041/93091/"
"19040","T-72B Obr. 1989","Destroyed","13 Aug 2023","/view/19040/93089/"
"18989","Unknown tank","Destroyed","13 Aug 2023","/view/18989/92449/"
"19473","T-62M","Destroyed","11 Aug 2023","/view/19473/95461/"
"18978","T-80BV","Destroyed","11 Aug 2023","/view/18978/91957/"
"18939","T-90M 'Proryv'","Destroyed","11 Aug 2023","/view/18939/91866/"
"18844","T-80BV","Destroyed","11 Aug 2023","/view/18844/92136/"
"14029","T-72 'Ural'","Destroyed","11 Aug 2023","/view/14029/92143/"
"18950","T-72B3 Obr. 2022","Destroyed","10 Aug 2023","/view/18950/91793/"
"19899","T-90M 'Proryv'","Destroyed","09 Aug 2023","/view/19899/98562/"
"18968","T-72B3 Obr. 2016","Abandoned","09 Aug 2023","/view/18968/96692/"
"18936","T-72B Obr. 1989","Destroyed","09 Aug 2023","/view/18936/91753/"
"18934","T-72B3 Obr. 2016","Destroyed","09 Aug 2023","/view/18934/91761/"
"18921","T-72B","Destroyed","09 Aug 2023","/view/18921/91645/"
"19169","T-80BV","Destroyed","07 Aug 2023","/view/19169/93892/"
"18974","T-80BV","Destroyed","07 Aug 2023","/view/18974/91849/"
"18893","T-72B3","Damaged","07 Aug 2023","/view/18893/91339/"
"18845","T-90M 'Proryv'","Damaged","07 Aug 2023","/view/18845/91323/"
"19117","T-72B3","Destroyed","05 Aug 2023","/view/19117/93155/"
"18824","T-80BV","Destroyed","05 Aug 2023","/view/18824/91357/"
"18791","T-80BV","Damaged","05 Aug 2023","/view/18791/90738/"
"22471","T-72B3 Obr. 2016","Damaged","03 Aug 2023","/view/22471/117525/"
"19465","T-72B3 Obr. 2016","Destroyed","03 Aug 2023","/view/19465/95305/"
"18938","T-80BV","Destroyed","03 Aug 2023","/view/18938/91968/"
"18769","T-72B","Destroyed","03 Aug 2023","/view/18769/90470/"
"18767","T-80BV","Destroyed","03 Aug 2023","/view/18767/90679/"
"18745","T-80BV","Destroyed","02 Aug 2023","/view/18745/90339/"
"18744","T-80BV","Destroyed","02 Aug 2023","/view/18744/90614/"
"18743","T-80BV","Destroyed","02 Aug 2023","/view/18743/90611/"
"18933","T-72B3","Destroyed","01 Aug 2023","/view/18933/91969/"
"18715","T-64BV","Destroyed","01 Aug 2023","/view/18715/90020/"
"18711","T-80BV","Abandoned","01 Aug 2023","/view/18711/90008/"
"18709","T-72B3 Obr. 2016","Abandoned","01 Aug 2023","/view/18709/89988/"
"18708","T-72B3 Obr. 2016","Destroyed","01 Aug 2023","/view/18708/89988/"
"19649","Unknown tank","Destroyed","31 Jul 2023","/view/19649/96260/"
"19085","T-80BV","Destroyed","31 Jul 2023","/view/19085/93122/"
"18684","T-64BV","Destroyed","31 Jul 2023","/view/18684/113282/"
"18674","T-72B","Destroyed","31 Jul 2023","/view/18674/89715/"
"18611","T-72B3 Obr. 2016","Destroyed","30 Jul 2023","/view/18611/95105/"
"18595","T-72B","Destroyed","30 Jul 2023","/view/18595/89529/"
"18594","T-72B","Destroyed","29 Jul 2023","/view/18594/89693/"
"18590","T-80BV","Destroyed","29 Jul 2023","/view/18590/89107/"
"18581","T-72B3 Obr. 2016","Abandoned","29 Jul 2023","/view/18581/89601/"
"18598","Unknown tank","Damaged","28 Jul 2023","/view/18598/89703/"
"18577","T-72B","Destroyed","28 Jul 2023","/view/18577/88845/"
"18547","T-80BV","Destroyed","28 Jul 2023","/view/18547/88979/"
"18545","T-80BV Obr. 2022","Destroyed","28 Jul 2023","/view/18545/114367/"
"19168","T-80BV","Destroyed","26 Jul 2023","/view/19168/93305/"
"18761","T-72B3","Abandoned","26 Jul 2023","/view/18761/90204/"
"18466","T-80BV","Destroyed","26 Jul 2023","/view/18466/88434/"
"18465","T-80BV","Destroyed","26 Jul 2023","/view/18465/88482/"
"18463","T-72B","Destroyed","26 Jul 2023","/view/18463/88435/"
"18462","T-72B","Destroyed","26 Jul 2023","/view/18462/88443/"
"22916","T-72B","Destroyed","24 Jul 2023","/view/22916/122721/"
"19176","T-72B","Abandoned","24 Jul 2023","/view/19176/93900/"
"18398","T-80BV","Destroyed","24 Jul 2023","/view/18398/90660/"
"18378","T-80BV","Damaged","24 Jul 2023","/view/18378/87918/"
"18377","T-80BV","Destroyed","24 Jul 2023","/view/18377/93900/"
"18988","T-80BV","Abandoned","23 Jul 2023","/view/18988/93898/"
"18328","Unknown tank","Destroyed","22 Jul 2023","/view/18328/87940/"
"18326","T-80BV","Destroyed","22 Jul 2023","/view/18326/87361/"
"20678","T-90M 'Proryv'","Destroyed","20 Jul 2023","/view/20678/106151/"
"18255","T-80BV","Destroyed","20 Jul 2023","/view/18255/88162/"
"18235","T-80BVM","Destroyed","20 Jul 2023","/view/18235/87042/"
"18226","T-80BVM","Destroyed","20 Jul 2023","/view/18226/86997/"
"18212","T-72B3 Obr. 2016","Captured","20 Jul 2023","/view/18212/101015/"
"17588","T-62M","Destroyed","20 Jul 2023","/view/17588/103506/"
"18218","T-72B Obr. 2022","Abandoned","19 Jul 2023","/view/18218/131294/"
"18147","T-80BV","Destroyed","19 Jul 2023","/view/18147/86678/"
"18150","Unknown tank","Destroyed","18 Jul 2023","/view/18150/86623/"
"18145","T-72B","Destroyed","18 Jul 2023","/view/18145/87091/"
"18144","T-72A","Abandoned","18 Jul 2023","/view/18144/87091/"
"18139","T-64BV","Destroyed","18 Jul 2023","/view/18139/86942/"
"18592","T-90M 'Proryv'","Damaged","17 Jul 2023","/view/18592/90561/"
"18575","T-72B3","Destroyed","16 Jul 2023","/view/18575/89578/"
"18192","T-80BVM","Damaged","16 Jul 2023","/view/18192/86255/"
"18093","T-80BV","Destroyed","16 Jul 2023","/view/18093/86393/"
"18058","Unknown T-80 Obr. 2022 variant","Destroyed","16 Jul 2023","/view/18058/85809/"
"18057","T-80BV","Abandoned","15 Jul 2023","/view/18057/85761/"
"18056","T-80BV","Destroyed","15 Jul 2023","/view/18056/85763/"
"18055","T-72B3 Obr. 2016","Destroyed","15 Jul 2023","/view/18055/86313/"
"18225","T-80BV","Destroyed","14 Jul 2023","/view/18225/86992/"
"18059","T-80BVM","Destroyed","14 Jul 2023","/view/18059/86579/"
"18038","T-72B Obr. 2022","Abandoned","14 Jul 2023","/view/18038/85655/"
"18037","T-80B","Destroyed","14 Jul 2023","/view/18037/85642/"
"17926","T-80BVM","Destroyed","13 Jul 2023","/view/17926/85387/"
"17927","T-90M 'Proryv'","Destroyed","12 Jul 2023","/view/17927/85219/"
"17923","T-80BV","Destroyed","12 Jul 2023","/view/17923/85205/"
"17921","T-72A","Destroyed","12 Jul 2023","/view/17921/110737/"
"17922","T-80BV","Destroyed","11 Jul 2023","/view/17922/90257/"
"18054","T-72B3 Obr. 2016","Destroyed","10 Jul 2023","/view/18054/86426/"
"17875","T-80BVM","Destroyed","10 Jul 2023","/view/17875/112874/"
"17854","T-90M 'Proryv'","Abandoned","10 Jul 2023","/view/17854/86512/"
"14436","T-72B3 Obr. 2022","Destroyed","10 Jul 2023","/view/14436/98540/"
"17795","T-72B3 Obr. 2016","Abandoned","09 Jul 2023","/view/17795/84563/"
"17793","T-80BV","Destroyed","09 Jul 2023","/view/17793/84565/"
"17792","T-80BV","Destroyed","08 Jul 2023","/view/17792/84062/"
"17755","Unknown tank","Damaged","07 Jul 2023","/view/17755/83792/"
"17754","T-80BVM","Destroyed","06 Jul 2023","/view/17754/108163/"
"17665","T-72B3","Destroyed","06 Jul 2023","/view/17665/83569/"
"23833","T-62M","Destroyed","05 Jul 2023","/view/23833/128122/"
"18339","T-72B3","Destroyed","05 Jul 2023","/view/18339/88386/"
"18244","T-80BV","Destroyed","05 Jul 2023","/view/18244/87147/"
"17925","T-80BV","Destroyed","05 Jul 2023","/view/17925/85675/"
"17672","T-90M 'Proryv'","Destroyed","05 Jul 2023","/view/17672/83448/"
"17671","T-80BV","Destroyed","05 Jul 2023","/view/17671/83865/"
"17717","T-72A","Abandoned","04 Jul 2023","/view/17717/84512/"
"17716","T-72B Obr. 1989","Abandoned","04 Jul 2023","/view/17716/84507/"
